index,group_id,mean_correct,evaluated_images,mean_error
1049,04::003903346329,1.0,6,0.0
1051,04::003903686329,1.0,6,0.0
1055,04::004086356713,1.0,6,0.0
1062,04::004182576838,1.0,6,0.0
1069,04::004193926855,1.0,6,0.0
1077,04::004206956879,1.0,6,0.0
1089,04::004237476932,1.0,6,0.0
1090,04::004237826932,1.0,6,0.0
1101,04::004283816992,1.0,6,0.0
1105,04::004285947001,1.0,6,0.0
1109,04::004337267054,1.0,6,0.0
1112,04::004340017061,1.0,6,0.0
1118,04::004397737126,1.0,6,0.0
1132,04::004449787202,1.0,6,0.0
1139,04::004497717273,1.0,6,0.0
1141,04::004506847290,1.0,6,0.0
1144,04::004551357377,1.0,6,0.0
1149,04::004594127451,1.0,6,0.0
1152,05::003461525323,1.0,6,0.0
1162,05::003588985576,1.0,6,0.0
1165,05::003590265584,1.0,6,0.0
1169,05::003701535833,1.0,6,0.0
1171,05::003774346021,1.0,6,0.0
1172,05::003796346083,1.0,6,0.0
1173,05::003796356083,1.0,6,0.0
1185,05::003941976420,1.0,6,0.0
1187,05::003955076461,1.0,6,0.0
1188,05::004083096702,1.0,6,0.0
1189,05::004089306717,1.0,6,0.0
1194,05::004209366885,1.0,6,0.0
1196,05::004259986960,1.0,6,0.0
1201,05::004283126991,1.0,6,0.0
1206,05::004311187036,1.0,6,0.0
1207,05::004342297065,1.0,6,0.0
1228,05::004571387405,1.0,6,0.0
1234,06::003549645469,1.0,6,0.0
1239,06::003738745907,1.0,6,0.0
1242,07::000005559596,1.0,6,0.0
1247,07::003445325304,1.0,6,0.0
1249,07::003726325873,1.0,6,0.0
1252,07::453570735607,1.0,6,0.0
1270,09::447513725409,1.0,6,0.0
1286,12::003752795961,1.0,6,0.0
1293,14::002667000114,1.0,6,0.0
1301,16::000016469594,1.0,6,0.0
22,01::000013610001,1.0,3,0.0
25,01::000017230001,1.0,3,0.0
27,01::000017390001,1.0,3,0.0
41,01::000023770001,1.0,3,0.0
50,01::000030069597,1.0,3,0.0
54,01::000034300001,1.0,3,0.0
75,01::000126239598,1.0,3,0.0
76,01::000135129598,1.0,3,0.0
87,01::003379785208,1.0,3,0.0
89,01::003384475218,1.0,3,0.0
90,01::003387715222,1.0,3,0.0
93,01::003391615225,1.0,3,0.0
94,01::003391625225,1.0,3,0.0
95,01::003391695225,1.0,3,0.0
97,01::003391985225,1.0,3,0.0
99,01::003395325228,1.0,3,0.0
100,01::003397135231,1.0,3,0.0
102,01::003398145232,1.0,3,0.0
103,01::003398895232,1.0,3,0.0
104,01::003401835234,1.0,3,0.0
107,01::003413185263,1.0,3,0.0
109,01::003419655275,1.0,3,0.0
115,01::003425805286,1.0,3,0.0
116,01::003426145286,1.0,3,0.0
118,01::003426195286,1.0,3,0.0
123,01::003430445290,1.0,3,0.0
125,01::003433005293,1.0,3,0.0
126,01::003433225293,1.0,3,0.0
127,01::003433335293,1.0,3,0.0
128,01::003433525293,1.0,3,0.0
131,01::003433855293,1.0,3,0.0
134,01::003434055293,1.0,3,0.0
137,01::003434495293,1.0,3,0.0
141,01::003446405306,1.0,3,0.0
144,01::003447275306,1.0,3,0.0
147,01::003447785306,1.0,3,0.0
148,01::003447825306,1.0,3,0.0
149,01::003447835306,1.0,3,0.0
153,01::003453735309,1.0,3,0.0
155,01::003455695311,1.0,3,0.0
156,01::003455985311,1.0,3,0.0
158,01::003469155334,1.0,3,0.0
159,01::003470395337,1.0,3,0.0
160,01::003470565337,1.0,3,0.0
161,01::003474225342,1.0,3,0.0
164,01::003479515351,1.0,3,0.0
172,01::003490635366,1.0,3,0.0
175,01::003490865366,1.0,3,0.0
178,01::003493685369,1.0,3,0.0
179,01::003493855369,1.0,3,0.0
183,01::003494875372,1.0,3,0.0
184,01::003495845372,1.0,3,0.0
185,01::003496015372,1.0,3,0.0
186,01::003496055372,1.0,3,0.0
189,01::003497845374,1.0,3,0.0
193,01::003501125378,1.0,3,0.0
194,01::003501405378,1.0,3,0.0
199,01::003503145380,1.0,3,0.0
201,01::003506245386,1.0,3,0.0
203,01::003506725386,1.0,3,0.0
204,01::003506845386,1.0,3,0.0
205,01::003506905386,1.0,3,0.0
206,01::003508765390,1.0,3,0.0
207,01::003515475414,1.0,3,0.0
209,01::003515735414,1.0,3,0.0
212,01::003516985416,1.0,3,0.0
214,01::003517235415,1.0,3,0.0
219,01::003525555417,1.0,3,0.0
220,01::003527075419,1.0,3,0.0
221,01::003532995422,1.0,3,0.0
225,01::003535405429,1.0,3,0.0
226,01::003535415429,1.0,3,0.0
228,01::003535455429,1.0,3,0.0
230,01::003535585429,1.0,3,0.0
232,01::003540505442,1.0,3,0.0
236,01::003549825470,1.0,3,0.0
239,01::003550195470,1.0,3,0.0
242,01::003550395470,1.0,3,0.0
244,01::003552565472,1.0,3,0.0
245,01::003556505482,1.0,3,0.0
248,01::003556745482,1.0,3,0.0
249,01::003560255495,1.0,3,0.0
252,01::003571355521,1.0,3,0.0
253,01::003571395521,1.0,3,0.0
254,01::003586525569,1.0,3,0.0
258,01::003591015585,1.0,3,0.0
259,01::003591615585,1.0,3,0.0
261,01::003597605595,1.0,3,0.0
262,01::003604315609,1.0,3,0.0
264,01::003604895610,1.0,3,0.0
265,01::003605225609,1.0,3,0.0
268,01::003609825618,1.0,3,0.0
269,01::003615025628,1.0,3,0.0
270,01::003615055628,1.0,3,0.0
271,01::003615065628,1.0,3,0.0
273,01::003620305639,1.0,3,0.0
275,01::003621305640,1.0,3,0.0
276,01::003624875644,1.0,3,0.0
278,01::003628575658,1.0,3,0.0
279,01::003629175658,1.0,3,0.0
282,01::003645525716,1.0,3,0.0
283,01::003645605716,1.0,3,0.0
284,01::003645645716,1.0,3,0.0
285,01::003645715716,1.0,3,0.0
286,01::003645745716,1.0,3,0.0
288,01::003653855736,1.0,3,0.0
290,01::003657995752,1.0,3,0.0
291,01::003658145752,1.0,3,0.0
294,01::003658595752,1.0,3,0.0
295,01::003661695760,1.0,3,0.0
296,01::003665405765,1.0,3,0.0
297,01::003669045772,1.0,3,0.0
298,01::003678275781,1.0,3,0.0
299,01::003678585781,1.0,3,0.0
301,01::003689785794,1.0,3,0.0
305,01::003692285800,1.0,3,0.0
306,01::003693625804,1.0,3,0.0
307,01::003693985804,1.0,3,0.0
308,01::003694105805,1.0,3,0.0
309,01::003695595806,1.0,3,0.0
311,01::003699685827,1.0,3,0.0
312,01::003700695834,1.0,3,0.0
314,01::003707315844,1.0,3,0.0
315,01::003710145846,1.0,3,0.0
316,01::003710535846,1.0,3,0.0
318,01::003713675850,1.0,3,0.0
321,01::003715185857,1.0,3,0.0
322,01::003717735859,1.0,3,0.0
323,01::003725465874,1.0,3,0.0
326,01::003743475926,1.0,3,0.0
330,01::003756105977,1.0,3,0.0
331,01::003762045989,1.0,3,0.0
332,01::003764505997,1.0,3,0.0
336,01::003776516026,1.0,3,0.0
337,01::003778806033,1.0,3,0.0
338,01::003779086033,1.0,3,0.0
344,01::003789526070,1.0,3,0.0
346,01::003790806075,1.0,3,0.0
347,01::003790976075,1.0,3,0.0
349,01::003791306075,1.0,3,0.0
350,01::003791316075,1.0,3,0.0
351,01::003791606075,1.0,3,0.0
353,01::003800446101,1.0,3,0.0
354,01::003800786102,1.0,3,0.0
355,01::003800796101,1.0,3,0.0
356,01::003804686105,1.0,3,0.0
357,01::003805266105,1.0,3,0.0
358,01::003805286105,1.0,3,0.0
360,01::003812836120,1.0,3,0.0
361,01::003813286120,1.0,3,0.0
362,01::003815036124,1.0,3,0.0
367,01::003827646157,1.0,3,0.0
369,01::003839366184,1.0,3,0.0
372,01::003843866191,1.0,3,0.0
373,01::003844006191,1.0,3,0.0
374,01::003846696198,1.0,3,0.0
375,01::003846916198,1.0,3,0.0
376,01::003848916201,1.0,3,0.0
377,01::003852796215,1.0,3,0.0
379,01::003871446248,1.0,3,0.0
381,01::003876496270,1.0,3,0.0
382,01::003878836276,1.0,3,0.0
383,01::003883276287,1.0,3,0.0
384,01::003889026299,1.0,3,0.0
387,01::003892176306,1.0,3,0.0
391,01::003904306330,1.0,3,0.0
392,01::003908926342,1.0,3,0.0
394,01::003910816343,1.0,3,0.0
395,01::003910866343,1.0,3,0.0
396,01::003915996353,1.0,3,0.0
400,01::003926196379,1.0,3,0.0
401,01::003933216402,1.0,3,0.0
402,01::003933516402,1.0,3,0.0
403,01::003934016405,1.0,3,0.0
404,01::003935136408,1.0,3,0.0
411,01::003942176420,1.0,3,0.0
412,01::003943546429,1.0,3,0.0
414,01::003944126429,1.0,3,0.0
415,01::003944186429,1.0,3,0.0
416,01::003949546445,1.0,3,0.0
417,01::003955496462,1.0,3,0.0
418,01::003956416464,1.0,3,0.0
422,01::003976946512,1.0,3,0.0
423,01::004085666713,1.0,3,0.0
424,01::004085866713,1.0,3,0.0
429,01::004094746724,1.0,3,0.0
431,01::004095266724,1.0,3,0.0
439,01::004100066726,1.0,3,0.0
440,01::004100456725,1.0,3,0.0
443,01::004100806725,1.0,3,0.0
444,01::004101146725,1.0,3,0.0
445,01::004105606731,1.0,3,0.0
447,01::004113766745,1.0,3,0.0
448,01::004116756748,1.0,3,0.0
449,01::004117026748,1.0,3,0.0
451,01::004121626751,1.0,3,0.0
452,01::004121816751,1.0,3,0.0
453,01::004122546752,1.0,3,0.0
454,01::004125936756,1.0,3,0.0
455,01::004126306756,1.0,3,0.0
458,01::004126996756,1.0,3,0.0
466,01::004133656772,1.0,3,0.0
468,01::004134016771,1.0,3,0.0
473,01::004147646796,1.0,3,0.0
474,01::004147826798,1.0,3,0.0
476,01::004156626808,1.0,3,0.0
477,01::004156676808,1.0,3,0.0
478,01::004156886808,1.0,3,0.0
482,01::004172986828,1.0,3,0.0
484,01::004175556832,1.0,3,0.0
485,01::004175696832,1.0,3,0.0
490,01::004186036842,1.0,3,0.0
493,01::004195736859,1.0,3,0.0
494,01::004200396867,1.0,3,0.0
495,01::004205306877,1.0,3,0.0
497,01::004211036888,1.0,3,0.0
501,01::004230666916,1.0,3,0.0
504,01::004234046923,1.0,3,0.0
505,01::004234056924,1.0,3,0.0
506,01::004236486931,1.0,3,0.0
507,01::004236576931,1.0,3,0.0
509,01::004258096957,1.0,3,0.0
510,01::004258176957,1.0,3,0.0
511,01::004259966960,1.0,3,0.0
512,01::004260706960,1.0,3,0.0
513,01::004260716960,1.0,3,0.0
516,01::004265026967,1.0,3,0.0
517,01::004275266976,1.0,3,0.0
518,01::004275506976,1.0,3,0.0
520,01::004282606990,1.0,3,0.0
522,01::004286377003,1.0,3,0.0
523,01::004286397003,1.0,3,0.0
525,01::004295927022,1.0,3,0.0
527,01::004296267022,1.0,3,0.0
529,01::004298727027,1.0,3,0.0
530,01::004299957030,1.0,3,0.0
531,01::004312057037,1.0,3,0.0
532,01::004313147038,1.0,3,0.0
533,01::004327827042,1.0,3,0.0
534,01::004332627046,1.0,3,0.0
535,01::004334227049,1.0,3,0.0
536,01::004334597049,1.0,3,0.0
537,01::004338967060,1.0,3,0.0
538,01::004342657065,1.0,3,0.0
540,01::004347227078,1.0,3,0.0
541,01::004347307076,1.0,3,0.0
542,01::004347707078,1.0,3,0.0
544,01::004348107078,1.0,3,0.0
545,01::004349117078,1.0,3,0.0
546,01::004353977082,1.0,3,0.0
547,01::004355097091,1.0,3,0.0
551,01::004361277106,1.0,3,0.0
552,01::004367957107,1.0,3,0.0
553,01::004372337107,1.0,3,0.0
554,01::004373497108,1.0,3,0.0
557,01::004387277118,1.0,3,0.0
558,01::004388707119,1.0,3,0.0
559,01::004409337147,1.0,3,0.0
560,01::004413887149,1.0,3,0.0
564,01::004430167190,1.0,3,0.0
566,01::004452307211,1.0,3,0.0
570,01::004458087223,1.0,3,0.0
572,01::004461177244,1.0,3,0.0
575,01::004461727244,1.0,3,0.0
578,01::004462087244,1.0,3,0.0
579,01::004464997252,1.0,3,0.0
580,01::004474687255,1.0,3,0.0
581,01::004474777254,1.0,3,0.0
582,01::004475017254,1.0,3,0.0
585,01::004497127273,1.0,3,0.0
587,01::004497347273,1.0,3,0.0
588,01::004501907285,1.0,3,0.0
591,01::004502947286,1.0,3,0.0
594,01::004507927292,1.0,3,0.0
595,01::004514057315,1.0,3,0.0
596,01::004519057323,1.0,3,0.0
597,01::004521247324,1.0,3,0.0
600,01::004522017325,1.0,3,0.0
601,01::004527147339,1.0,3,0.0
602,01::004539877360,1.0,3,0.0
603,01::004539977360,1.0,3,0.0
605,01::004540097360,1.0,3,0.0
607,01::004540737360,1.0,3,0.0
609,01::004548507375,1.0,3,0.0
611,01::004549087375,1.0,3,0.0
614,01::004568477401,1.0,3,0.0
615,01::004568577401,1.0,3,0.0
616,01::004569017401,1.0,3,0.0
619,01::004574737412,1.0,3,0.0
621,01::004597877454,1.0,3,0.0
623,01::004599767455,1.0,3,0.0
624,01::004600017454,1.0,3,0.0
625,01::004600077455,1.0,3,0.0
627,01::004714803565,1.0,3,0.0
628,01::004746313559,1.0,3,0.0
629,01::004773533567,1.0,3,0.0
633,01::389955632001,1.0,3,0.0
636,02::000005349596,1.0,3,0.0
643,02::000027430001,1.0,3,0.0
656,02::003388695223,1.0,3,0.0
657,02::003398905232,1.0,3,0.0
658,02::003399105232,1.0,3,0.0
661,02::003406055240,1.0,3,0.0
663,02::003444995304,1.0,3,0.0
664,02::003459535316,1.0,3,0.0
665,02::003461895325,1.0,3,0.0
666,02::003471975339,1.0,3,0.0
669,02::003495885372,1.0,3,0.0
671,02::003509785395,1.0,3,0.0
672,02::003513845411,1.0,3,0.0
673,02::003517495415,1.0,3,0.0
675,02::003526965419,1.0,3,0.0
677,02::003537165434,1.0,3,0.0
678,02::003541925448,1.0,3,0.0
679,02::003542545448,1.0,3,0.0
680,02::003542625448,1.0,3,0.0
681,02::003542975448,1.0,3,0.0
683,02::003568315517,1.0,3,0.0
686,02::003600035598,1.0,3,0.0
689,02::003621075639,1.0,3,0.0
691,02::003651585728,1.0,3,0.0
692,02::003651685728,1.0,3,0.0
693,02::003665715765,1.0,3,0.0
694,02::003666595765,1.0,3,0.0
695,02::003672585773,1.0,3,0.0
696,02::003674355773,1.0,3,0.0
697,02::003674785773,1.0,3,0.0
698,02::003680755782,1.0,3,0.0
700,02::003685945790,1.0,3,0.0
701,02::003686215790,1.0,3,0.0
704,02::003705715838,1.0,3,0.0
705,02::003705775838,1.0,3,0.0
709,02::003708995845,1.0,3,0.0
710,02::003713355850,1.0,3,0.0
711,02::003713365850,1.0,3,0.0
712,02::003714675855,1.0,3,0.0
718,02::003732345882,1.0,3,0.0
720,02::003739265908,1.0,3,0.0
721,02::003739415908,1.0,3,0.0
722,02::003752035959,1.0,3,0.0
727,02::003756695977,1.0,3,0.0
729,02::003772536012,1.0,3,0.0
730,02::003785176052,1.0,3,0.0
731,02::003788926066,1.0,3,0.0
733,02::003819856127,1.0,3,0.0
734,02::003826236157,1.0,3,0.0
735,02::003826666157,1.0,3,0.0
737,02::003839816184,1.0,3,0.0
738,02::003876426270,1.0,3,0.0
739,02::003895096309,1.0,3,0.0
740,02::003917856356,1.0,3,0.0
741,02::003925606379,1.0,3,0.0
742,02::003929796388,1.0,3,0.0
743,02::003961346475,1.0,3,0.0
745,02::003968666494,1.0,3,0.0
747,02::004093076723,1.0,3,0.0
748,02::004094226722,1.0,3,0.0
749,02::004094266722,1.0,3,0.0
750,02::004146406796,1.0,3,0.0
751,02::004147886796,1.0,3,0.0
752,02::004148666796,1.0,3,0.0
754,02::004160346812,1.0,3,0.0
755,02::004161156811,1.0,3,0.0
756,02::004161316811,1.0,3,0.0
757,02::004164716815,1.0,3,0.0
760,02::004216486893,1.0,3,0.0
761,02::004223076906,1.0,3,0.0
762,02::004223916906,1.0,3,0.0
763,02::004272726975,1.0,3,0.0
764,02::004273136975,1.0,3,0.0
766,02::004341677064,1.0,3,0.0
767,02::004347907078,1.0,3,0.0
768,02::004351257079,1.0,3,0.0
769,02::004355047091,1.0,3,0.0
770,02::004355127091,1.0,3,0.0
772,02::004383137117,1.0,3,0.0
778,02::004427167186,1.0,3,0.0
779,02::004427177186,1.0,3,0.0
790,02::004433267191,1.0,3,0.0
791,02::004439067194,1.0,3,0.0
793,02::004439557195,1.0,3,0.0
794,02::004461527245,1.0,3,0.0
795,02::004490407262,1.0,3,0.0
796,02::004491097262,1.0,3,0.0
797,02::004501787285,1.0,3,0.0
798,02::004502687286,1.0,3,0.0
802,02::004526357339,1.0,3,0.0
804,02::004537147356,1.0,3,0.0
809,02::004548237374,1.0,3,0.0
811,02::004592547447,1.0,3,0.0
813,02::004664533562,1.0,3,0.0
815,02::347006533702,1.0,3,0.0
817,02::421467689002,1.0,3,0.0
823,03::000016069596,1.0,3,0.0
828,03::000030379596,1.0,3,0.0
831,03::000058309596,1.0,3,0.0
836,03::003360000103,1.0,3,0.0
837,03::003395135228,1.0,3,0.0
839,03::003432625292,1.0,3,0.0
840,03::003432895292,1.0,3,0.0
843,03::003445645304,1.0,3,0.0
844,03::003446625305,1.0,3,0.0
846,03::003447485305,1.0,3,0.0
847,03::003447985305,1.0,3,0.0
848,03::003448365305,1.0,3,0.0
854,03::003516085414,1.0,3,0.0
856,03::003516495414,1.0,3,0.0
859,03::003542835448,1.0,3,0.0
866,03::003608975615,1.0,3,0.0
874,03::003705945838,1.0,3,0.0
875,03::003708505845,1.0,3,0.0
877,03::003717585859,1.0,3,0.0
878,03::003724795873,1.0,3,0.0
880,03::003725115873,1.0,3,0.0
881,03::003725905873,1.0,3,0.0
884,03::003784446052,1.0,3,0.0
885,03::003805336105,1.0,3,0.0
887,03::003826316157,1.0,3,0.0
888,03::003826756157,1.0,3,0.0
889,03::003839686184,1.0,3,0.0
891,03::003839936184,1.0,3,0.0
893,03::003871476248,1.0,3,0.0
894,03::003871676248,1.0,3,0.0
896,03::003876386270,1.0,3,0.0
897,03::003895416309,1.0,3,0.0
898,03::003921246366,1.0,3,0.0
899,03::003921386366,1.0,3,0.0
903,03::003926536379,1.0,3,0.0
904,03::004154446805,1.0,3,0.0
905,03::004154766805,1.0,3,0.0
908,03::004196616862,1.0,3,0.0
909,03::004196946862,1.0,3,0.0
911,03::004197056862,1.0,3,0.0
913,03::004201146866,1.0,3,0.0
923,03::004265156967,1.0,3,0.0
924,03::004269346972,1.0,3,0.0
928,03::004272836975,1.0,3,0.0
930,03::004273346975,1.0,3,0.0
932,03::004273906975,1.0,3,0.0
934,03::004277166978,1.0,3,0.0
935,03::004286837004,1.0,3,0.0
940,03::004314317038,1.0,3,0.0
944,03::004342237064,1.0,3,0.0
946,03::004355587094,1.0,3,0.0
947,03::004388587119,1.0,3,0.0
950,03::004413517149,1.0,3,0.0
952,03::004437627192,1.0,3,0.0
961,03::004519497323,1.0,3,0.0
963,03::004519657323,1.0,3,0.0
964,03::004519827323,1.0,3,0.0
965,03::004521387325,1.0,3,0.0
967,03::004524377333,1.0,3,0.0
969,03::004535967356,1.0,3,0.0
970,03::004536207356,1.0,3,0.0
971,03::004557167383,1.0,3,0.0
975,03::004559757386,1.0,3,0.0
978,03::004591437447,1.0,3,0.0
980,03::004598117454,1.0,3,0.0
981,03::004599567455,1.0,3,0.0
986,03::004664393562,1.0,3,0.0
993,03::422661691303,1.0,3,0.0
995,03::455805738303,1.0,3,0.0
1016,04::003554565480,1.0,3,0.0
1020,04::003554855480,1.0,3,0.0
1024,04::003585215556,1.0,3,0.0
1026,04::003636415686,1.0,3,0.0
1028,04::003663715762,1.0,3,0.0
1031,04::003696805808,1.0,3,0.0
1036,04::003771176010,1.0,3,0.0
1037,04::003773716016,1.0,3,0.0
1041,04::003776256026,1.0,3,0.0
1042,04::003782576044,1.0,3,0.0
1044,04::003854126218,1.0,3,0.0
1045,04::003856616226,1.0,3,0.0
1050,04::003903456329,1.0,3,0.0
1053,04::004086066713,1.0,3,0.0
1056,04::004086436713,1.0,3,0.0
1058,04::004101896728,1.0,3,0.0
1060,04::004182446838,1.0,3,0.0
1061,04::004182476838,1.0,3,0.0
1066,04::004182916838,1.0,3,0.0
1067,04::004182986838,1.0,3,0.0
1070,04::004204636876,1.0,3,0.0
1072,04::004204966876,1.0,3,0.0
1073,04::004205246876,1.0,3,0.0
1075,04::004205596876,1.0,3,0.0
1078,04::004206976879,1.0,3,0.0
1079,04::004208696881,1.0,3,0.0
1085,04::004236986933,1.0,3,0.0
1092,04::004240646937,1.0,3,0.0
1093,04::004240946937,1.0,3,0.0
1094,04::004241446938,1.0,3,0.0
1095,04::004241486938,1.0,3,0.0
1097,04::004283266992,1.0,3,0.0
1100,04::004283646992,1.0,3,0.0
1102,04::004283936992,1.0,3,0.0
1103,04::004284026992,1.0,3,0.0
1106,04::004286127001,1.0,3,0.0
1107,04::004312737037,1.0,3,0.0
1108,04::004337247054,1.0,3,0.0
1110,04::004339577061,1.0,3,0.0
1111,04::004339757061,1.0,3,0.0
1114,04::004341407063,1.0,3,0.0
1115,04::004341417063,1.0,3,0.0
1117,04::004397257126,1.0,3,0.0
1119,04::004401827134,1.0,3,0.0
1120,04::004402047134,1.0,3,0.0
1121,04::004402187134,1.0,3,0.0
1123,04::004402877137,1.0,3,0.0
1124,04::004402887137,1.0,3,0.0
1125,04::004406437141,1.0,3,0.0
1126,04::004417987153,1.0,3,0.0
1127,04::004424487177,1.0,3,0.0
1129,04::004429367188,1.0,3,0.0
1134,04::004455397220,1.0,3,0.0
1135,04::004496097271,1.0,3,0.0
1137,04::004496187271,1.0,3,0.0
1138,04::004497447274,1.0,3,0.0
1140,04::004498937275,1.0,3,0.0
1142,04::004506907290,1.0,3,0.0
1145,04::004567857400,1.0,3,0.0
1147,04::004589187441,1.0,3,0.0
1151,05::003435135294,1.0,3,0.0
1168,05::003688825793,1.0,3,0.0
1175,05::003801666101,1.0,3,0.0
1183,05::003924046368,1.0,3,0.0
1195,05::004218066897,1.0,3,0.0
1205,05::004283566991,1.0,3,0.0
1208,05::004342317065,1.0,3,0.0
1211,05::004353777082,1.0,3,0.0
1217,05::004375677108,1.0,3,0.0
1220,05::004476507256,1.0,3,0.0
1221,05::004496517272,1.0,3,0.0
1223,05::004515447318,1.0,3,0.0
1224,05::004515647318,1.0,3,0.0
1225,05::004515837318,1.0,3,0.0
1233,06::003461275323,1.0,3,0.0
1235,06::003633855671,1.0,3,0.0
1236,06::003633925672,1.0,3,0.0
1237,06::003692245800,1.0,3,0.0
1238,06::003698575825,1.0,3,0.0
1240,06::003813666123,1.0,3,0.0
1241,06::003925896380,1.0,3,0.0
1246,07::003444955304,1.0,3,0.0
1248,07::003537465434,1.0,3,0.0
1256,08::000038109596,1.0,3,0.0
1265,09::003541445448,1.0,3,0.0
1282,11::003747905941,1.0,3,0.0
1283,11::003925716380,1.0,3,0.0
1284,11::004402427135,1.0,3,0.0
1288,12::004368837107,1.0,3,0.0
1292,13::004284966993,1.0,3,0.0
1294,14::003810066114,1.0,3,0.0
1297,15::003579115536,1.0,3,0.0
1300,16::000016299594,1.0,3,0.0
